uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF,publicationDate,release,subplotsSampled,samplingImpractical,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent
3b4427c2-c93f-4191-8e9a-e24fc0e7f72a,HARV_013.basePlot.vst,2014-01-13T00:00:00Z,D01,HARV,HARV_013,distributed,evergreenForest,42.392282,-72.254598,WGS84,20.2,725973.86,4696983.89,18N,184.6,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,1,noneSelected,400,8,400,QC: No Errors,D01KMG16,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
0db32dde-90b6-4ed8-aea3-cf3520fc1272,HARV_001.basePlot.vst,2014-01-30T00:00:00Z,D01,HARV,HARV_001,distributed,deciduousForest,42.424246,-72.258285,WGS84,20.1,725555.73,4700523.64,18N,190,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,QC: No Error,D01DRC25,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
e9434902-2455-4faa-8a6f-9ba5bac22298,HARV_027.basePlot.vst,2014-02-03T00:00:00Z,D01,HARV,HARV_027,distributed,evergreenForest,42.43035,-72.253258,WGS84,20.1,725947.38,4701214.85,18N,183.1,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,all shrubs marked 'ssh' determined likely to be sms; QC: No Error,D01DRC25,NA,legacyData,20201217T041914Z,RELEASE-2021,NA,NA,NA,NA
69f4e648-fbae-48d3-9976-437cfb95706b,HARV_022.basePlot.vst,2014-02-07T00:00:00Z,D01,HARV,HARV_022,distributed,evergreenForest,42.434188,-72.198776,WGS84,20.2,730415.32,4701787.58,18N,193.5,0.3,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,QC: No Error,D01DRC25,NA,legacyData,20201217T041914Z,RELEASE-2021,NA,NA,NA,NA
85e3a200-7a06-4b74-b513-7755133de581,HARV_008.basePlot.vst,2014-05-27T00:00:00Z,D01,HARV,HARV_008,distributed,deciduousForest,42.444557,-72.226082,WGS84,20.2,728131.45,4702865.25,18N,242.2,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,NA,D01LEL27,NA,legacyData,20201217T042054Z,RELEASE-2021,NA,NA,NA,NA
686a9a6f-d35c-4ea5-a671-f834c22196dd,HARV_010.basePlot.vst,2014-05-28T00:00:00Z,D01,HARV,HARV_010,distributed,mixedForest,42.424723,-72.254599,WGS84,20.1,725857.27,4700586.41,18N,206.9,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01DRC25,NA,legacyData,20201217T042054Z,RELEASE-2021,NA,NA,NA,NA
32518ad5-6827-4ebc-9308-c5ebd3262141,HARV_004.basePlot.vst,2014-07-21T00:00:00Z,D01,HARV,HARV_004,distributed,mixedForest,42.427091,-72.229737,WGS84,20.2,727894.17,4700915.85,18N,199.7,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01CEG10,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
abf52d17-fa6b-4a8e-879f-cb5eac9ccfcf,HARV_004.basePlot.vst,2014-07-25T00:00:00Z,D01,HARV,HARV_004,distributed,mixedForest,42.427091,-72.229737,WGS84,20.2,727894.17,4700915.85,18N,199.7,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01LEL27,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
386cfecd-2e29-4588-a484-bdb46a7de552,HARV_011.basePlot.vst,2014-07-29T00:00:00Z,D01,HARV,HARV_011,distributed,deciduousForest,42.455924,-72.238278,WGS84,20.3,727087.27,4704094.82,18N,231.5,0.4,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01CEG10,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
24eb7da3-e93f-4271-a41a-98d1ab109f61,HARV_021.basePlot.vst,2014-07-29T00:00:00Z,D01,HARV,HARV_021,distributed,evergreenForest,42.45243,-72.250472,WGS84,20.1,726097.1,4703674.24,18N,175.1,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,QC: NO ERRORS,D01DRC25,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
69aef2bd-09c5-4bbb-a04f-24f927576fa7,HARV_016.basePlot.vst,2014-07-29T00:00:00Z,D01,HARV,HARV_016,distributed,woodyWetlands,42.45847,-72.231992,WGS84,20.1,727594.95,4704394.41,18N,232.2,0.3,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01CEG10,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
664f1415-f296-45f2-8af4-e565981ccfd7,HARV_024.basePlot.vst,2014-07-29T00:00:00Z,D01,HARV,HARV_024,distributed,woodyWetlands,42.460002,-72.250871,WGS84,20.1,726037.03,4704514.04,18N,175,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,unknown,unknown,400,NA,NA,NA,NA,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
3cd0de77-61b4-49b7-8b56-1ad06606af71,HARV_002.basePlot.vst,2014-07-29T00:00:00Z,D01,HARV,HARV_002,distributed,deciduousForest,42.478565,-72.259572,WGS84,20.1,725254.96,4706552.29,18N,193.6,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01DRC25,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
9cc30b31-9e55-4089-b6bc-8d808cdb2bba,HARV_010.basePlot.vst,2014-07-30T00:00:00Z,D01,HARV,HARV_010,distributed,mixedForest,42.424723,-72.254599,WGS84,20.1,725857.27,4700586.41,18N,206.9,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01JLU02,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
7f8db065-ca7a-41df-8128-2bec83b68099,HARV_001.basePlot.vst,2014-07-30T00:00:00Z,D01,HARV,HARV_001,distributed,deciduousForest,42.424246,-72.258285,WGS84,20.1,725555.73,4700523.64,18N,190,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01JLU02,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
48b19351-9f66-463f-a6d8-be9d176b2e32,HARV_006.basePlot.vst,2014-07-30T00:00:00Z,D01,HARV,HARV_006,distributed,deciduousForest,42.403087,-72.25372,WGS84,20.1,726007.33,4698186.1,18N,188.8,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01DRC25,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
4a75cb7e-ce15-4278-a70a-da6688fcc75c,HARV_014.basePlot.vst,2014-07-30T00:00:00Z,D01,HARV,HARV_014,distributed,mixedForest,42.471449,-72.265709,WGS84,20.1,724775.96,4705745.78,18N,199.4,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01JRS08,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
d91fc01e-c87a-4dc7-bbf4-2f420d888245,HARV_026.basePlot.vst,2014-07-30T00:00:00Z,D01,HARV,HARV_026,distributed,evergreenForest,42.410762,-72.247271,WGS84,20.1,726510.45,4699055.59,18N,194.3,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01DRC25,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
0b322cfa-dedb-40ea-8713-d49b7b70502c,HARV_005.basePlot.vst,2014-07-31T00:00:00Z,D01,HARV,HARV_005,distributed,deciduousForest,42.489469,-72.275158,WGS84,20.1,723934.82,4707721.88,18N,189.8,0.3,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,unknown,unknown,400,NA,NA,nested subplot sizes not recorded at time of measurement.,NA,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
2fb30da0-057b-45ff-b9c4-d3c7c38795f1,HARV_027.basePlot.vst,2014-07-31T00:00:00Z,D01,HARV,HARV_027,distributed,evergreenForest,42.43035,-72.253258,WGS84,20.1,725947.38,4701214.85,18N,183.1,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01JRS08,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
5a61ec8f-f137-4fbe-8a66-c400f665d214,HARV_012.basePlot.vst,2014-07-31T00:00:00Z,D01,HARV,HARV_012,distributed,deciduousForest,42.429486,-72.239802,WGS84,20.2,727057.47,4701154.83,18N,233.3,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01BAC30,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
1edf260c-b2a5-407c-abb4-64e7cc0a900a,HARV_012.basePlot.vst,2014-07-31T00:00:00Z,D01,HARV,HARV_012,distributed,deciduousForest,42.429486,-72.239802,WGS84,20.2,727057.47,4701154.83,18N,233.3,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01KMA31,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
3d53b61f-be93-48a9-b6b9-b8f4a4df8d66,HARV_023.basePlot.vst,2014-07-31T00:00:00Z,D01,HARV,HARV_023,distributed,evergreenForest,42.414314,-72.226622,WGS84,20.2,728196.81,4699505.34,18N,170.4,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01CEG10,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
3d746911-5503-4b71-b8fc-6fbc57173067,HARV_027.basePlot.vst,2014-07-31T00:00:00Z,D01,HARV,HARV_027,distributed,evergreenForest,42.43035,-72.253258,WGS84,20.1,725947.38,4701214.85,18N,183.1,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01KMA31,NA,legacyData,20201217T042116Z,RELEASE-2021,NA,NA,NA,NA
8b9510ad-f76d-40f0-b96f-e5854f72be98,HARV_043.basePlot.vst,2014-08-01T00:00:00Z,D01,HARV,HARV_043,tower,evergreenForest,42.541027,-72.176583,WGS84,20.1,731845.73,4713712.6,18N,354.4,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,D01KMA31,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
a32a0cb2-c70b-47ba-bbd4-ced9ff42c4f2,HARV_035.basePlot.vst,2014-08-01T00:00:00Z,D01,HARV,HARV_035,tower,evergreenForest,42.539966,-72.178072,WGS84,20.2,731727.38,4713590.7,18N,365.8,0.3,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,D01GMV31,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
d034b2dc-04e0-4f54-9498-940d61d77d20,HARV_043.basePlot.vst,2014-08-01T00:00:00Z,D01,HARV,HARV_043,tower,evergreenForest,42.541027,-72.176583,WGS84,20.1,731845.73,4713712.6,18N,354.4,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,D01JRS08,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
6d8ab2b6-60f0-4299-b6db-190f24010c60,HARV_020.basePlot.vst,2014-08-04T00:00:00Z,D01,HARV,HARV_020,distributed,woodyWetlands,42.436767,-72.228878,WGS84,20.2,727929.75,4701992.66,18N,225.4,0.3,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,QC: NO ERRORS,D01EJH18,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
3b5e4bbb-a371-46c8-80bb-fe6dfc3c7f9f,HARV_037.basePlot.vst,2014-08-04T00:00:00Z,D01,HARV,HARV_037,tower,evergreenForest,42.537308,-72.179312,WGS84,20.1,731635.38,4713292.13,18N,361.9,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,D01SN112,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
b51a6b73-ecd0-42a8-8be4-2258a717d031,HARV_023.basePlot.vst,2014-08-04T00:00:00Z,D01,HARV,HARV_023,distributed,evergreenForest,42.414314,-72.226622,WGS84,20.2,728196.81,4699505.34,18N,170.4,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,QC: NO ERRORS,D01EJH18,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
0eac1318-a0cc-4996-b37c-2187504b7baf,HARV_014.basePlot.vst,2014-08-05T00:00:00Z,D01,HARV,HARV_014,distributed,mixedForest,42.471449,-72.265709,WGS84,20.1,724775.96,4705745.78,18N,199.4,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,QC: NO ERRORS,D01DRC25,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
4038b35f-3a23-444d-87f1-d0d430f45425,HARV_011.basePlot.vst,2014-08-06T00:00:00Z,D01,HARV,HARV_011,distributed,deciduousForest,42.455924,-72.238278,WGS84,20.3,727087.27,4704094.82,18N,231.5,0.4,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01SNI12,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
97c6af40-7f66-4a27-8f87-8c3c0fa5b069,HARV_025.basePlot.vst,2014-08-06T00:00:00Z,D01,HARV,HARV_025,distributed,mixedForest,42.475428,-72.273927,WGS84,20.2,724086.14,4706165.89,18N,179.6,0.5,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,NA,D01KAK22,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
236adba0-815d-48db-a89b-1cbeb265d179,HARV_002.basePlot.vst,2014-08-07T00:00:00Z,D01,HARV,HARV_002,distributed,deciduousForest,42.478565,-72.259572,WGS84,20.1,725254.96,4706552.29,18N,193.6,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,400,400,400,trees mapped with compass so accuracy to nearest degree QC: no error EM,D01CEG10,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
bbbbe58b-7526-4efb-b440-1592a259a7a3,HARV_012.basePlot.vst,2014-08-07T00:00:00Z,D01,HARV,HARV_012,distributed,deciduousForest,42.429486,-72.239802,WGS84,20.2,727057.47,4701154.83,18N,233.3,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,QC: NO ERRORS,D01KAK22,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
33e8d916-5a30-479d-a120-afb942f97e21,HARV_026.basePlot.vst,2014-08-08T00:00:00Z,D01,HARV,HARV_026,distributed,evergreenForest,42.410762,-72.247271,WGS84,20.1,726510.45,4699055.59,18N,194.3,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,QC: NO ERRORS,D01BAC30,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
c6fd0fc0-ceee-40a6-ab44-d3c3e767c135,HARV_016.basePlot.vst,2014-08-11T00:00:00Z,D01,HARV,HARV_016,distributed,woodyWetlands,42.45847,-72.231992,WGS84,20.1,727594.95,4704394.41,18N,232.2,0.3,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,NA,D01CEG10,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
0a1706b2-03d9-4702-b82b-540a5b581104,HARV_039.basePlot.vst,2014-08-12T00:00:00Z,D01,HARV,HARV_039,tower,mixedForest,42.533247,-72.17769,WGS84,20.2,731783.62,4712845.59,18N,373.2,0.2,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,D01LEL27,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
be7548af-8e81-4f95-b26a-7036ffcca972,HARV_021.basePlot.vst,2014-08-12T00:00:00Z,D01,HARV,HARV_021,distributed,evergreenForest,42.45243,-72.250472,WGS84,20.1,726097.1,4703674.24,18N,175.1,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,10,noneSelected,400,80,400,QC: NO ERRORS,D01KAK22,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
dd83f833-24cd-4be4-a30b-1119afa2f242,HARV_045.basePlot.vst,2014-08-14T00:00:00Z,D01,HARV,HARV_045,tower,deciduousForest,42.542078,-72.1713,WGS84,20.1,732275.68,4713843.79,18N,370,0.1,vst_HARV_2014,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,QC: NO ERRORS,D01CEG10,NA,legacyData,20201217T041854Z,RELEASE-2021,NA,NA,NA,NA
ae3de0da-378a-4da9-adb4-63429cbfb66a,HARV_035.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_035,tower,evergreenForest,42.539966,-72.178072,WGS84,20.2,731727.38,4713590.7,18N,365.8,0.3,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gbreault@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
1164eef3-c12d-4663-8f7d-c2a8490777ca,HARV_049.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_049,tower,mixedForest,42.535171,-72.179779,WGS84,20.3,731604.93,4713053.54,18N,370,0.3,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gvanscoy@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
bac11aab-fd42-4981-a1ee-eba93e0c6ca2,HARV_046.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_046,tower,mixedForest,42.537915,-72.180759,WGS84,20.3,731514.3,4713355.58,18N,361.4,0.3,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gbreault@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
ee7a4cbf-b9fc-4135-89cb-2a5b6178f38f,HARV_052.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_052,tower,mixedForest,42.54213,-72.176577,WGS84,20.3,731842.14,4713835.11,18N,358.9,0.3,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gbreault@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
f77977b7-4d85-4890-895e-78744b7d2ab2,HARV_050.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_050,tower,mixedForest,42.53627,-72.179357,WGS84,20.2,731635.52,4713176.74,18N,368.4,0.4,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,llukas@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
80ff34c6-9656-4cfc-8887-b4fa60f9bbcd,HARV_049.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_049,tower,mixedForest,42.535171,-72.179779,WGS84,20.3,731604.93,4713053.54,18N,370,0.3,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,llukas@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
ac139c6d-998e-452b-bbfb-de0034ee9bb3,HARV_048.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_048,tower,mixedForest,42.541304,-72.178017,WGS84,20.2,731726.94,4713739.43,18N,360.7,0.3,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,ssmith@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
d4b32748-8a80-44db-8c83-3c77e9bdfd36,HARV_043.basePlot.vst,2015-07-27T00:00:00Z,D01,HARV,HARV_043,tower,evergreenForest,42.541027,-72.176583,WGS84,20.1,731845.73,4713712.6,18N,354.4,0.2,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gbreault@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
ff13d7e2-49ed-48f7-94b1-7248e7810c51,HARV_041.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_041,tower,evergreenForest,42.536795,-72.180797,WGS84,20.1,731515.32,4713231.1,18N,361.6,0.2,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,no taxa present,llukas@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
1e0869f5-bd6e-4ab3-ad85-6268523747c8,HARV_034.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_034,tower,evergreenForest,42.535686,-72.177968,WGS84,20.3,731751.76,4713115.68,18N,372.1,0.4,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gvanscoy@field-ops.org,gbreault@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
6b062049-b442-40c0-8058-1a4724fc1f55,HARV_051.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_051,tower,mixedForest,42.534078,-72.179146,WGS84,20.3,731660.96,4712933.89,18N,370,0.4,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,gvanscoy@field-ops.org,gbreault@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
30caee3f-ad97-4963-97fe-8fb9d5e8ac14,HARV_037.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_037,tower,evergreenForest,42.537308,-72.179312,WGS84,20.1,731635.38,4713292.13,18N,361.9,0.2,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,llukas@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
e3681c1d-79ea-49d3-970e-4e22c78589c3,HARV_039.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_039,tower,mixedForest,42.533247,-72.17769,WGS84,20.2,731783.62,4712845.59,18N,373.2,0.2,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,No taxa found in nested subplot 3.,ramundson@field-ops.org,gbreault@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
389e12cd-22e1-42d6-b302-b4ff2207f35a,HARV_047.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_047,tower,deciduousForest,42.536689,-72.175706,WGS84,20.2,731933.82,4713233.26,18N,367.3,0.4,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,llukas@field-ops.org,auccello@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
ab0c89a6-97f3-4d06-837a-3876310a4485,HARV_042.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_042,tower,mixedForest,42.534167,-72.176562,WGS84,20.1,731872.86,4712950.85,18N,371,0.1,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,NA,ramundson@field-ops.org,gbreault@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
774c3a53-d9b7-4007-945a-2a14f2f4c9f9,HARV_039.basePlot.vst,2015-07-28T00:00:00Z,D01,HARV,HARV_039,tower,mixedForest,42.533247,-72.17769,WGS84,20.2,731783.62,4712845.59,18N,373.2,0.2,vst_HARV_2015,NA,NA,NEON.DOC.000987vD,NA,NA,NA,NA,NA,NA,NA,noneSelected,noneSelected,800,800,800,No taxa found in nested subplot 1.,ramundson@field-ops.org,gbreault@field-ops.org,legacyData,20201217T053016Z,RELEASE-2021,NA,NA,NA,NA
